mol_id,n_atoms,real_bonds,qtaim_bonds,elf_bonds,qtaim_real,qtaim_nonbond,qtaim_missing,elf_coverage,qtaim_coverage
dsgdb9nsd_119338,22,24,16,23,8,8,16,96%,33%
dsgdb9nsd_024605,19,20,14,20,7,7,13,100%,35%
dsgdb9nsd_085857,25,25,13,25,5,8,20,100%,20%
dsgdb9nsd_122120,21,20,13,20,6,7,14,100%,30%
dsgdb9nsd_116230,20,21,16,21,7,9,14,100%,33%
dsgdb9nsd_091094,20,22,17,22,7,10,15,100%,32%
dsgdb9nsd_040510,21,23,13,23,5,8,18,100%,22%
dsgdb9nsd_046582,17,19,13,19,6,7,13,100%,32%
dsgdb9nsd_027183,16,17,12,17,8,4,9,100%,47%
dsgdb9nsd_004182,17,18,10,18,5,5,13,100%,28%
dsgdb9nsd_069996,19,21,15,21,6,9,15,100%,29%
dsgdb9nsd_109961,20,20,13,20,7,6,13,100%,35%
dsgdb9nsd_019363,17,19,12,19,6,6,13,100%,32%
dsgdb9nsd_084986,23,23,13,23,6,7,17,100%,26%
dsgdb9nsd_042578,15,18,15,18,7,8,11,100%,39%
dsgdb9nsd_072983,16,17,12,17,6,6,11,100%,35%
dsgdb9nsd_024755,11,11,9,10,6,3,5,91%,55%
dsgdb9nsd_024394,14,15,13,15,10,3,5,100%,67%
dsgdb9nsd_071615,21,23,14,23,6,8,17,100%,26%
dsgdb9nsd_120113,20,21,14,21,7,7,14,100%,33%
dsgdb9nsd_056266,21,21,12,21,7,5,14,100%,33%
dsgdb9nsd_046875,13,14,11,14,5,6,9,100%,36%
dsgdb9nsd_109072,21,22,14,22,6,8,16,100%,27%
dsgdb9nsd_121348,23,23,15,23,8,7,15,100%,35%
dsgdb9nsd_021631,12,12,9,12,5,4,7,100%,42%
dsgdb9nsd_002972,16,16,8,16,3,5,13,100%,19%
dsgdb9nsd_119008,23,23,14,23,9,5,14,100%,39%
dsgdb9nsd_024688,16,17,13,17,8,5,9,100%,47%
dsgdb9nsd_049425,15,17,13,17,4,9,13,100%,24%
dsgdb9nsd_028779,17,18,13,18,5,8,13,100%,28%
dsgdb9nsd_022333,20,20,13,20,7,6,13,100%,35%
dsgdb9nsd_019843,17,19,12,19,5,7,14,100%,26%
dsgdb9nsd_123885,15,16,11,16,7,4,9,100%,44%
dsgdb9nsd_047299,14,14,11,14,9,2,5,100%,64%
dsgdb9nsd_065528,19,21,15,21,9,6,12,100%,43%
dsgdb9nsd_051844,15,15,12,15,7,5,8,100%,47%
dsgdb9nsd_079585,20,22,12,22,7,5,15,100%,32%
dsgdb9nsd_102987,19,19,14,19,7,7,12,100%,37%
dsgdb9nsd_114273,19,21,15,21,7,8,14,100%,33%
dsgdb9nsd_102656,23,23,16,23,7,9,16,100%,30%
dsgdb9nsd_022655,15,15,12,15,9,3,6,100%,60%
dsgdb9nsd_124983,16,16,8,16,2,6,14,100%,12%
dsgdb9nsd_127464,16,16,11,16,7,4,9,100%,44%
dsgdb9nsd_045438,18,19,14,19,7,7,12,100%,37%
dsgdb9nsd_098635,18,18,11,18,5,6,13,100%,28%
dsgdb9nsd_072492,21,22,14,22,6,8,16,100%,27%
dsgdb9nsd_043980,19,21,12,20,5,7,16,95%,24%
dsgdb9nsd_010164,16,15,11,15,6,5,9,100%,40%
dsgdb9nsd_129754,13,13,10,12,6,4,7,92%,46%
dsgdb9nsd_044216,15,16,12,16,5,7,11,100%,31%
dsgdb9nsd_077581,18,20,13,20,8,5,12,100%,40%
dsgdb9nsd_121685,17,16,11,16,7,4,9,100%,44%
dsgdb9nsd_119971,23,23,16,23,8,8,15,100%,35%
dsgdb9nsd_075050,17,17,12,17,6,6,11,100%,35%
dsgdb9nsd_103813,20,20,12,20,6,6,14,100%,30%
dsgdb9nsd_112920,20,20,16,19,9,7,11,95%,45%
dsgdb9nsd_111906,20,20,14,19,6,8,14,95%,30%
dsgdb9nsd_012582,14,14,9,14,4,5,10,100%,29%
dsgdb9nsd_040212,21,22,13,22,5,8,17,100%,23%
dsgdb9nsd_120768,22,23,14,23,7,7,16,100%,30%
dsgdb9nsd_051147,14,15,11,15,8,3,7,100%,53%
dsgdb9nsd_126688,18,18,12,18,11,1,7,100%,61%
dsgdb9nsd_004970,14,14,11,14,9,2,5,100%,64%
dsgdb9nsd_041568,16,18,14,18,7,7,11,100%,39%
dsgdb9nsd_108596,19,20,14,20,7,7,13,100%,35%
dsgdb9nsd_044040,15,18,12,18,7,5,11,100%,39%
dsgdb9nsd_049036,15,16,13,15,6,7,10,94%,38%
dsgdb9nsd_024352,18,19,14,19,8,6,11,100%,42%
dsgdb9nsd_091764,21,22,15,22,4,11,18,100%,18%
dsgdb9nsd_092541,21,22,15,22,5,10,17,100%,23%
dsgdb9nsd_027253,17,18,11,18,4,7,14,100%,22%
dsgdb9nsd_106551,22,23,16,23,7,9,16,100%,30%
dsgdb9nsd_005261,17,17,13,17,9,4,8,100%,53%
dsgdb9nsd_022839,17,17,14,17,9,5,8,100%,53%
dsgdb9nsd_109433,22,22,14,22,6,8,16,100%,27%
dsgdb9nsd_087781,20,22,14,22,9,5,13,100%,41%
dsgdb9nsd_123782,16,17,14,17,10,4,7,100%,59%
dsgdb9nsd_041231,18,21,15,21,6,9,15,100%,29%
dsgdb9nsd_121253,25,26,15,26,6,9,20,100%,23%
dsgdb9nsd_024237,15,17,12,17,6,6,11,100%,35%
dsgdb9nsd_082706,18,20,13,20,5,8,15,100%,25%
dsgdb9nsd_129758,15,16,9,16,6,3,10,100%,38%
dsgdb9nsd_051693,17,17,13,17,7,6,10,100%,41%
dsgdb9nsd_008434,18,19,11,19,6,5,13,100%,32%
dsgdb9nsd_094311,21,22,12,22,6,6,16,100%,27%
dsgdb9nsd_115089,16,16,13,16,8,5,8,100%,50%
dsgdb9nsd_013279,22,22,13,22,6,7,16,100%,27%
dsgdb9nsd_024349,18,19,14,19,9,5,10,100%,47%
dsgdb9nsd_127702,15,16,9,16,4,5,12,100%,25%
dsgdb9nsd_046469,15,16,11,16,6,5,10,100%,38%
dsgdb9nsd_088126,19,20,14,20,9,5,11,100%,45%
dsgdb9nsd_098613,19,20,14,20,5,9,15,100%,25%
dsgdb9nsd_025079,15,16,13,16,7,6,9,100%,44%
dsgdb9nsd_108259,21,22,11,22,6,5,16,100%,27%
dsgdb9nsd_067646,18,21,14,21,6,8,15,100%,29%
dsgdb9nsd_053955,20,20,11,20,6,5,14,100%,30%
dsgdb9nsd_042787,14,15,12,15,5,7,10,100%,33%
dsgdb9nsd_084560,19,21,14,21,5,9,16,100%,24%
dsgdb9nsd_043772,18,20,12,20,6,6,14,100%,30%
dsgdb9nsd_006908,19,19,10,19,4,6,15,100%,21%
dsgdb9nsd_042609,13,15,10,15,5,5,10,100%,33%
dsgdb9nsd_041047,18,22,16,22,10,6,12,100%,45%
dsgdb9nsd_051150,15,16,9,15,4,5,12,94%,25%
dsgdb9nsd_091525,18,19,11,19,5,6,14,100%,26%
dsgdb9nsd_058512,21,22,12,22,6,6,16,100%,27%
dsgdb9nsd_049148,18,19,14,19,8,6,11,100%,42%
dsgdb9nsd_046500,18,19,12,19,6,6,13,100%,32%
dsgdb9nsd_121480,20,20,13,20,7,6,13,100%,35%
dsgdb9nsd_078035,22,23,15,23,7,8,16,100%,30%
dsgdb9nsd_049937,16,16,12,15,5,7,11,94%,31%
dsgdb9nsd_025213,13,13,11,13,6,5,7,100%,46%
dsgdb9nsd_010325,16,15,13,15,8,5,7,100%,53%
dsgdb9nsd_084251,20,22,15,22,7,8,15,100%,32%
dsgdb9nsd_062051,19,19,12,18,6,6,13,95%,32%
dsgdb9nsd_120903,22,23,17,23,8,9,15,100%,35%
dsgdb9nsd_025116,14,14,12,13,7,5,7,93%,50%
dsgdb9nsd_040076,21,23,12,23,4,8,19,100%,17%
dsgdb9nsd_098504,14,14,10,13,6,4,8,93%,43%
dsgdb9nsd_127882,16,16,12,16,7,5,9,100%,44%
dsgdb9nsd_110542,22,24,16,24,7,9,17,100%,29%
dsgdb9nsd_045209,16,18,14,18,6,8,12,100%,33%
dsgdb9nsd_073175,18,19,13,19,7,6,12,100%,37%
dsgdb9nsd_108298,16,17,12,17,7,5,10,100%,41%
dsgdb9nsd_083566,18,19,13,19,8,5,11,100%,42%
dsgdb9nsd_040939,21,22,15,22,7,8,15,100%,32%
dsgdb9nsd_049168,17,18,14,18,6,8,12,100%,33%
dsgdb9nsd_103716,20,20,11,20,7,4,13,100%,35%
dsgdb9nsd_107441,19,21,15,21,6,9,15,100%,29%
dsgdb9nsd_026578,17,17,10,17,6,4,11,100%,35%
dsgdb9nsd_089560,23,24,13,24,7,6,17,100%,29%
dsgdb9nsd_131677,15,15,11,15,7,4,8,100%,47%
dsgdb9nsd_125000,17,17,11,17,5,6,12,100%,29%
dsgdb9nsd_045218,17,19,14,19,5,9,14,100%,26%
dsgdb9nsd_013718,22,22,11,21,5,6,17,95%,23%
dsgdb9nsd_090210,20,23,11,23,5,6,18,100%,22%
dsgdb9nsd_123914,17,18,13,18,7,6,11,100%,39%
dsgdb9nsd_064163,21,21,12,21,7,5,14,100%,33%
dsgdb9nsd_004296,10,10,10,10,10,0,0,100%,100%
dsgdb9nsd_070560,18,19,12,19,7,5,12,100%,37%
dsgdb9nsd_129440,14,14,11,14,5,6,9,100%,36%
dsgdb9nsd_095250,21,22,13,22,5,8,17,100%,23%
dsgdb9nsd_047275,14,14,10,14,4,6,10,100%,29%
dsgdb9nsd_061012,20,21,13,21,7,6,14,100%,33%
dsgdb9nsd_028614,17,17,13,17,7,6,10,100%,41%
dsgdb9nsd_130344,15,16,11,16,6,5,10,100%,38%
dsgdb9nsd_124069,16,17,9,17,3,6,14,100%,18%
dsgdb9nsd_079957,19,20,16,20,6,10,14,100%,30%
dsgdb9nsd_127903,15,15,13,14,10,3,5,93%,67%
dsgdb9nsd_125135,13,13,9,13,6,3,7,100%,46%
dsgdb9nsd_113000,19,19,14,19,6,8,13,100%,32%
dsgdb9nsd_100001,25,24,16,23,7,9,17,96%,29%
dsgdb9nsd_027251,18,19,12,19,5,7,14,100%,26%
dsgdb9nsd_072479,21,22,14,22,8,6,14,100%,36%
dsgdb9nsd_003716,15,15,10,15,5,5,10,100%,33%
dsgdb9nsd_062456,17,18,11,18,4,7,14,100%,22%
dsgdb9nsd_061633,23,23,15,23,6,9,17,100%,26%
dsgdb9nsd_029060,15,15,14,15,9,5,6,100%,60%
dsgdb9nsd_067140,16,18,11,18,6,5,12,100%,33%
dsgdb9nsd_042924,15,17,11,17,5,6,12,100%,29%
dsgdb9nsd_044335,14,16,13,15,9,4,7,94%,56%
dsgdb9nsd_082704,16,18,12,18,5,7,13,100%,28%
dsgdb9nsd_109149,21,21,14,21,8,6,13,100%,38%
dsgdb9nsd_126606,20,20,10,19,4,6,16,95%,20%
dsgdb9nsd_000203,12,12,9,11,6,3,6,92%,50%
dsgdb9nsd_133837,15,16,9,16,6,3,10,100%,38%
dsgdb9nsd_130881,10,10,8,8,5,3,5,80%,50%
dsgdb9nsd_022775,20,20,12,20,7,5,13,100%,35%
dsgdb9nsd_024353,17,18,13,18,8,5,10,100%,44%
dsgdb9nsd_071218,21,23,15,23,7,8,16,100%,30%
dsgdb9nsd_120227,23,24,16,24,6,10,18,100%,25%
dsgdb9nsd_081696,20,21,13,21,8,5,13,100%,38%
dsgdb9nsd_015928,14,15,10,15,5,5,10,100%,33%
dsgdb9nsd_072447,19,21,13,21,4,9,17,100%,19%
dsgdb9nsd_004754,13,13,10,13,7,3,6,100%,54%
dsgdb9nsd_123765,16,17,13,17,8,5,9,100%,47%
dsgdb9nsd_057187,24,23,14,23,7,7,16,100%,30%
dsgdb9nsd_127585,17,17,10,17,5,5,12,100%,29%
dsgdb9nsd_047167,18,19,13,19,8,5,11,100%,42%
dsgdb9nsd_072510,21,22,15,22,6,9,16,100%,27%
dsgdb9nsd_067741,18,20,15,20,8,7,12,100%,40%
dsgdb9nsd_090896,21,23,14,22,5,9,18,96%,22%
dsgdb9nsd_123430,18,19,12,19,6,6,13,100%,32%
dsgdb9nsd_079716,18,20,13,20,6,7,14,100%,30%
dsgdb9nsd_027123,14,14,13,14,10,3,4,100%,71%
dsgdb9nsd_047577,18,19,13,19,7,6,12,100%,37%
dsgdb9nsd_094451,18,19,11,19,5,6,14,100%,26%
dsgdb9nsd_071010,19,21,12,21,4,8,17,100%,19%
dsgdb9nsd_093210,19,19,13,19,5,8,14,100%,26%
dsgdb9nsd_041856,21,22,15,22,5,10,17,100%,23%
dsgdb9nsd_084094,21,22,13,22,6,7,16,100%,27%
dsgdb9nsd_120433,18,18,14,18,8,6,10,100%,44%
dsgdb9nsd_044773,16,18,13,18,5,8,13,100%,28%
dsgdb9nsd_074015,16,17,12,17,7,5,10,100%,41%
dsgdb9nsd_058730,23,25,13,25,5,8,20,100%,20%
dsgdb9nsd_074084,17,18,11,18,6,5,12,100%,33%
dsgdb9nsd_012248,16,16,12,16,6,6,10,100%,38%
dsgdb9nsd_042942,18,20,14,20,5,9,15,100%,25%
dsgdb9nsd_076547,21,22,11,22,5,6,17,100%,23%
dsgdb9nsd_128711,13,13,10,13,8,2,5,100%,62%
dsgdb9nsd_024135,18,19,12,19,5,7,14,100%,26%
dsgdb9nsd_103457,21,22,12,22,7,5,15,100%,32%
dsgdb9nsd_095972,19,19,15,19,8,7,11,100%,42%
dsgdb9nsd_080262,18,19,12,19,6,6,13,100%,32%
dsgdb9nsd_045048,18,20,12,20,5,7,15,100%,25%
dsgdb9nsd_008175,18,19,11,19,5,6,14,100%,26%
dsgdb9nsd_103502,19,20,15,20,8,7,12,100%,40%
dsgdb9nsd_130781,11,11,9,11,5,4,6,100%,45%
dsgdb9nsd_118198,21,20,14,20,8,6,12,100%,40%
dsgdb9nsd_072269,21,23,15,23,6,9,17,100%,26%
dsgdb9nsd_103260,19,20,11,20,5,6,15,100%,25%
dsgdb9nsd_014178,18,19,12,19,6,6,13,100%,32%
dsgdb9nsd_003990,19,18,11,18,7,4,11,100%,39%
dsgdb9nsd_063635,21,22,12,22,5,7,17,100%,23%
dsgdb9nsd_071329,19,21,11,21,2,9,19,100%,10%
dsgdb9nsd_077479,21,22,15,22,6,9,16,100%,27%
dsgdb9nsd_060558,25,26,14,26,4,10,22,100%,15%
dsgdb9nsd_047701,19,19,12,19,5,7,14,100%,26%
dsgdb9nsd_006840,22,22,11,20,5,6,17,91%,23%
dsgdb9nsd_085179,19,20,12,20,5,7,15,100%,25%
dsgdb9nsd_072407,21,22,13,22,7,6,15,100%,32%
dsgdb9nsd_081462,19,21,16,21,6,10,15,100%,29%
dsgdb9nsd_045793,18,19,13,19,7,6,12,100%,37%
dsgdb9nsd_006100,18,17,12,17,9,3,8,100%,53%
dsgdb9nsd_068190,21,22,12,22,5,7,17,100%,23%
dsgdb9nsd_024760,14,15,12,15,5,7,10,100%,33%
dsgdb9nsd_008946,26,25,17,25,7,10,18,100%,28%
dsgdb9nsd_063822,20,22,15,22,6,9,16,100%,27%
dsgdb9nsd_056879,15,15,13,15,7,6,8,100%,47%
dsgdb9nsd_084947,18,18,12,18,4,8,14,100%,22%
dsgdb9nsd_073386,16,18,12,18,7,5,11,100%,39%
dsgdb9nsd_029824,15,15,12,15,9,3,6,100%,60%
dsgdb9nsd_049944,13,13,11,13,8,3,5,100%,62%
dsgdb9nsd_026095,18,18,12,17,8,4,10,94%,44%
dsgdb9nsd_056673,19,19,12,19,6,6,13,100%,32%
dsgdb9nsd_042788,17,18,11,18,4,7,14,100%,22%
dsgdb9nsd_127452,16,16,10,16,5,5,11,100%,31%
dsgdb9nsd_073164,20,21,12,21,5,7,16,100%,24%
dsgdb9nsd_047616,15,16,13,16,8,5,8,100%,50%
dsgdb9nsd_045047,17,19,14,19,6,8,13,100%,32%
dsgdb9nsd_094883,21,23,12,23,5,7,18,100%,22%
dsgdb9nsd_043241,14,15,11,15,5,6,10,100%,33%
dsgdb9nsd_062938,24,25,15,25,6,9,19,100%,24%
dsgdb9nsd_068205,20,21,13,21,9,4,12,100%,43%
dsgdb9nsd_055880,17,17,10,16,5,5,12,94%,29%
dsgdb9nsd_010120,17,16,14,16,8,6,8,100%,50%
dsgdb9nsd_103506,20,21,15,21,9,6,12,100%,43%
dsgdb9nsd_051640,20,21,15,21,7,8,14,100%,33%
dsgdb9nsd_111218,20,21,13,21,8,5,13,100%,38%
dsgdb9nsd_047857,17,17,13,17,10,3,7,100%,59%
dsgdb9nsd_048367,19,20,14,20,8,6,12,100%,40%
dsgdb9nsd_130692,12,12,9,12,6,3,6,100%,50%
dsgdb9nsd_041912,21,23,15,22,5,10,18,96%,22%
dsgdb9nsd_041071,16,20,14,20,5,9,15,100%,25%
dsgdb9nsd_018860,15,17,12,17,7,5,10,100%,41%
dsgdb9nsd_087751,21,22,13,22,7,6,15,100%,32%
dsgdb9nsd_062913,18,19,13,19,7,6,12,100%,37%
dsgdb9nsd_029039,15,15,11,15,6,5,9,100%,40%
dsgdb9nsd_109849,18,18,15,18,9,6,9,100%,50%
dsgdb9nsd_095165,23,24,13,24,5,8,19,100%,21%
dsgdb9nsd_083630,23,24,13,24,5,8,19,100%,21%
dsgdb9nsd_109040,22,23,15,23,8,7,15,100%,35%
dsgdb9nsd_130631,14,15,10,15,6,4,9,100%,40%
dsgdb9nsd_091477,18,19,12,19,5,7,14,100%,26%
dsgdb9nsd_095077,23,24,14,24,6,8,18,100%,25%
dsgdb9nsd_129937,14,14,11,14,8,3,6,100%,57%
dsgdb9nsd_047191,15,15,11,15,6,5,9,100%,40%
dsgdb9nsd_110952,17,18,10,18,4,6,14,100%,22%
dsgdb9nsd_045211,19,21,15,21,6,9,15,100%,29%
dsgdb9nsd_043039,12,14,9,13,4,5,10,93%,29%
dsgdb9nsd_121866,22,21,14,21,8,6,13,100%,38%
dsgdb9nsd_130239,14,14,11,14,9,2,5,100%,64%
dsgdb9nsd_098587,22,22,14,22,7,7,15,100%,32%
dsgdb9nsd_095651,18,18,13,18,8,5,10,100%,44%
dsgdb9nsd_040376,18,21,14,21,6,8,15,100%,29%
dsgdb9nsd_071306,20,22,17,22,8,9,14,100%,36%
dsgdb9nsd_068084,19,20,11,20,5,6,15,100%,25%
dsgdb9nsd_021908,11,11,10,11,6,4,5,100%,55%
dsgdb9nsd_023575,14,16,11,16,6,5,10,100%,38%
dsgdb9nsd_095973,19,19,13,19,4,9,15,100%,21%
dsgdb9nsd_044621,18,20,15,20,6,9,14,100%,30%
dsgdb9nsd_076529,18,19,12,19,6,6,13,100%,32%
dsgdb9nsd_070957,15,17,8,16,3,5,14,94%,18%
dsgdb9nsd_106225,17,19,14,19,6,8,13,100%,32%
dsgdb9nsd_071108,18,20,13,20,5,8,15,100%,25%
dsgdb9nsd_026154,17,16,13,15,8,5,8,94%,50%
dsgdb9nsd_108553,21,23,12,23,4,8,19,100%,17%
dsgdb9nsd_123905,17,18,13,18,7,6,11,100%,39%
dsgdb9nsd_047943,18,18,13,18,10,3,8,100%,56%
dsgdb9nsd_050649,16,16,13,16,8,5,8,100%,50%
dsgdb9nsd_069011,16,17,7,16,3,4,14,94%,18%
dsgdb9nsd_028597,16,17,12,17,9,3,8,100%,53%
dsgdb9nsd_064420,22,23,16,23,8,8,15,100%,35%
dsgdb9nsd_088210,21,22,13,22,7,6,15,100%,32%
dsgdb9nsd_014429,14,16,10,16,4,6,12,100%,25%
dsgdb9nsd_128567,14,14,10,13,5,5,9,93%,36%
dsgdb9nsd_045093,16,18,15,18,7,8,11,100%,39%
dsgdb9nsd_047282,16,16,12,16,5,7,11,100%,31%
dsgdb9nsd_012173,16,16,11,16,5,6,11,100%,31%
dsgdb9nsd_040478,17,20,13,20,7,6,13,100%,35%
dsgdb9nsd_128677,14,14,10,14,7,3,7,100%,50%
dsgdb9nsd_012081,17,18,13,18,7,6,11,100%,39%
dsgdb9nsd_056430,16,15,12,15,5,7,10,100%,33%
dsgdb9nsd_127352,13,14,10,14,8,2,6,100%,57%
dsgdb9nsd_091381,23,24,15,24,7,8,17,100%,29%
dsgdb9nsd_128153,14,14,10,14,7,3,7,100%,50%
dsgdb9nsd_040079,21,23,14,23,6,8,17,100%,26%
dsgdb9nsd_105436,15,15,11,15,8,3,7,100%,53%
dsgdb9nsd_021755,10,11,9,11,5,4,6,100%,45%
dsgdb9nsd_024269,16,18,13,18,6,7,12,100%,33%
dsgdb9nsd_045216,16,18,14,18,6,8,12,100%,33%
dsgdb9nsd_046156,15,15,11,15,6,5,9,100%,40%
dsgdb9nsd_087620,14,15,11,15,7,4,8,100%,47%
dsgdb9nsd_118475,23,22,15,22,8,7,14,100%,36%
dsgdb9nsd_049265,15,15,12,15,7,5,8,100%,47%
dsgdb9nsd_120147,22,23,15,23,6,9,17,100%,26%
dsgdb9nsd_078608,22,24,13,24,5,8,19,100%,21%
dsgdb9nsd_044146,17,19,11,19,4,7,15,100%,21%
dsgdb9nsd_063835,19,20,10,20,4,6,16,100%,20%
dsgdb9nsd_040265,19,20,15,20,11,4,9,100%,55%
dsgdb9nsd_057199,20,20,12,20,7,5,13,100%,35%
dsgdb9nsd_027699,15,15,10,15,6,4,9,100%,40%
dsgdb9nsd_130657,13,14,10,14,5,5,9,100%,36%
dsgdb9nsd_077631,18,19,10,19,5,5,14,100%,26%
dsgdb9nsd_093912,23,23,15,23,7,8,16,100%,30%
dsgdb9nsd_126607,19,19,11,19,6,5,13,100%,32%
dsgdb9nsd_024598,17,18,12,18,4,8,14,100%,22%
dsgdb9nsd_005262,16,16,12,16,9,3,7,100%,56%
dsgdb9nsd_123567,15,17,10,17,4,6,13,100%,24%
dsgdb9nsd_044665,15,17,14,17,7,7,10,100%,41%
dsgdb9nsd_042323,14,14,10,14,5,5,9,100%,36%
dsgdb9nsd_125911,16,17,12,17,7,5,10,100%,41%
dsgdb9nsd_101082,20,20,16,20,9,7,11,100%,45%
dsgdb9nsd_058186,25,24,16,24,8,8,16,100%,33%
dsgdb9nsd_086753,18,18,13,18,6,7,12,100%,33%
dsgdb9nsd_055240,16,16,13,16,6,7,10,100%,38%
dsgdb9nsd_055046,17,17,11,16,5,6,12,94%,29%
dsgdb9nsd_007170,19,18,10,18,5,5,13,100%,28%
dsgdb9nsd_043228,17,18,12,18,3,9,15,100%,17%
dsgdb9nsd_010964,18,19,13,19,7,6,12,100%,37%
dsgdb9nsd_041271,18,21,14,21,6,8,15,100%,29%
dsgdb9nsd_079586,21,23,14,23,8,6,15,100%,35%
dsgdb9nsd_012537,20,20,14,20,6,8,14,100%,30%
dsgdb9nsd_043707,18,20,13,20,7,6,13,100%,35%
dsgdb9nsd_126572,19,19,13,19,8,5,11,100%,42%
dsgdb9nsd_103563,22,22,13,22,7,6,15,100%,32%
dsgdb9nsd_113571,21,22,14,22,6,8,16,100%,27%
dsgdb9nsd_122437,23,23,13,23,5,8,18,100%,22%
dsgdb9nsd_083365,23,24,15,24,6,9,18,100%,25%
dsgdb9nsd_041787,21,22,16,22,6,10,16,100%,27%
dsgdb9nsd_108245,23,24,13,24,6,7,18,100%,25%
dsgdb9nsd_049568,17,19,12,19,5,7,14,100%,26%
dsgdb9nsd_048503,15,18,16,18,7,9,11,100%,39%
dsgdb9nsd_048113,16,17,13,17,6,7,11,100%,35%
dsgdb9nsd_024187,16,18,15,18,6,9,12,100%,33%
dsgdb9nsd_050969,14,13,10,12,6,4,7,92%,46%
dsgdb9nsd_113254,18,18,11,18,5,6,13,100%,28%
dsgdb9nsd_083823,20,21,15,21,9,6,12,100%,43%
dsgdb9nsd_016816,17,18,11,18,4,7,14,100%,22%
dsgdb9nsd_006556,24,24,10,24,4,6,20,100%,17%
dsgdb9nsd_089377,21,22,13,22,6,7,16,100%,27%
dsgdb9nsd_072054,16,18,10,18,4,6,14,100%,22%
dsgdb9nsd_066853,20,23,14,23,6,8,17,100%,26%
dsgdb9nsd_066582,21,24,14,24,5,9,19,100%,21%
dsgdb9nsd_047557,19,20,14,20,6,8,14,100%,30%
dsgdb9nsd_026734,16,16,13,16,10,3,6,100%,62%
dsgdb9nsd_077824,20,21,13,21,6,7,15,100%,29%
dsgdb9nsd_045450,15,16,12,16,6,6,10,100%,38%
dsgdb9nsd_127747,14,14,11,14,8,3,6,100%,57%
dsgdb9nsd_044984,14,15,10,14,5,5,10,93%,33%
dsgdb9nsd_014060,18,19,11,19,5,6,14,100%,26%
dsgdb9nsd_094870,18,20,14,20,6,8,14,100%,30%
dsgdb9nsd_017449,19,21,12,21,5,7,16,100%,24%
dsgdb9nsd_022146,18,17,12,17,7,5,10,100%,41%
dsgdb9nsd_025197,14,14,13,14,7,6,7,100%,50%
dsgdb9nsd_015476,13,13,9,13,3,6,10,100%,23%
dsgdb9nsd_045860,16,17,13,17,8,5,9,100%,47%
dsgdb9nsd_017117,17,18,12,18,5,7,13,100%,28%
dsgdb9nsd_023009,22,22,15,22,7,8,15,100%,32%
dsgdb9nsd_045577,19,20,15,19,6,9,14,95%,30%
dsgdb9nsd_047714,19,20,15,19,7,8,13,95%,35%
dsgdb9nsd_062709,19,21,14,21,5,9,16,100%,24%
dsgdb9nsd_054842,16,17,12,17,6,6,11,100%,35%
dsgdb9nsd_055870,17,17,10,17,5,5,12,100%,29%
dsgdb9nsd_103459,21,22,12,22,6,6,16,100%,27%
dsgdb9nsd_125299,16,17,12,17,7,5,10,100%,41%
dsgdb9nsd_062345,15,16,9,15,4,5,12,94%,25%
dsgdb9nsd_069875,16,18,13,17,6,7,12,94%,33%
dsgdb9nsd_015797,19,19,10,19,6,4,13,100%,32%
dsgdb9nsd_044153,16,18,13,18,6,7,12,100%,33%
dsgdb9nsd_073309,21,23,15,23,8,7,15,100%,35%
dsgdb9nsd_119564,22,23,15,23,9,6,14,100%,39%
dsgdb9nsd_126513,18,18,11,18,6,5,12,100%,33%
dsgdb9nsd_116682,22,22,12,21,8,4,14,95%,36%
dsgdb9nsd_081778,22,23,13,23,7,6,16,100%,30%
dsgdb9nsd_054119,18,19,12,19,7,5,12,100%,37%
dsgdb9nsd_085320,18,19,14,18,5,9,14,95%,26%
dsgdb9nsd_103246,18,20,15,20,6,9,14,100%,30%
dsgdb9nsd_073819,21,23,13,23,6,7,17,100%,26%
dsgdb9nsd_088214,19,20,13,20,8,5,12,100%,40%
dsgdb9nsd_068906,18,19,10,18,6,4,13,95%,32%
dsgdb9nsd_129078,13,13,10,13,6,4,7,100%,46%
dsgdb9nsd_000744,12,12,8,12,4,4,8,100%,33%
dsgdb9nsd_024564,15,15,14,15,12,2,3,100%,80%
dsgdb9nsd_073783,14,14,11,14,8,3,6,100%,57%
dsgdb9nsd_098652,16,16,14,16,7,7,9,100%,44%
dsgdb9nsd_050589,18,19,15,19,10,5,9,100%,53%
dsgdb9nsd_101376,21,22,14,22,7,7,15,100%,32%
dsgdb9nsd_017273,20,21,12,21,7,5,14,100%,33%
dsgdb9nsd_078512,19,21,12,21,5,7,16,100%,24%
dsgdb9nsd_106581,19,20,14,20,7,7,13,100%,35%
dsgdb9nsd_087971,21,22,15,22,7,8,15,100%,32%
dsgdb9nsd_028622,15,15,12,15,7,5,8,100%,47%
dsgdb9nsd_092197,20,22,13,22,6,7,16,100%,27%
dsgdb9nsd_093960,19,20,13,20,7,6,13,100%,35%
dsgdb9nsd_122444,23,23,12,23,6,6,17,100%,26%
dsgdb9nsd_015813,17,17,10,17,6,4,11,100%,35%
dsgdb9nsd_029792,16,16,12,16,7,5,9,100%,44%
dsgdb9nsd_103530,18,18,11,18,6,5,12,100%,33%
dsgdb9nsd_049478,17,18,14,17,7,7,11,94%,39%
dsgdb9nsd_086751,20,21,14,21,7,7,14,100%,33%
dsgdb9nsd_040563,20,21,15,21,8,7,13,100%,38%
dsgdb9nsd_000788,9,9,8,9,5,3,4,100%,56%
